p2_mw,p3_mw,is_feasible,calculation_time,p1_mw,q1_mvar,q2_mvar,q3_mvar,v1_pu,v2_pu,v3_pu,v4_pu,v5_pu,v6_pu,v7_pu,v8_pu,v9_pu,theta1_deg,theta2_deg,theta3_deg,theta4_deg,theta5_deg,theta6_deg,theta7_deg,theta8_deg,theta9_deg
250.54,12.9,0,0.06435156,,,,,,,,,,,,,,,,,,,,,,
250.56,12.9,0,0.06504798,,,,,,,,,,,,,,,,,,,,,,
250.58,12.9,0,0.053248405,,,,,,,,,,,,,,,,,,,,,,
250.6,12.9,0,0.05415559,,,,,,,,,,,,,,,,,,,,,,
250.62,12.9,0,0.053821802,,,,,,,,,,,,,,,,,,,,,,
250.64,12.9,0,0.065437794,,,,,,,,,,,,,,,,,,,,,,
250.66,12.9,0,0.05366516,,,,,,,,,,,,,,,,,,,,,,
250.68,12.9,0,0.064599276,,,,,,,,,,,,,,,,,,,,,,
250.7,12.9,0,0.05386567,,,,,,,,,,,,,,,,,,,,,,
250.72,12.9,0,0.0457654,,,,,,,,,,,,,,,,,,,,,,
250.74,12.9,0,0.046182156,,,,,,,,,,,,,,,,,,,,,,
250.76,12.9,0,0.056510925,,,,,,,,,,,,,,,,,,,,,,
250.78,12.9,0,0.053647757,,,,,,,,,,,,,,,,,,,,,,
250.8,12.9,0,0.055327177,,,,,,,,,,,,,,,,,,,,,,
250.82,12.9,0,0.054139614,,,,,,,,,,,,,,,,,,,,,,
250.84,12.9,0,0.053928375,,,,,,,,,,,,,,,,,,,,,,
250.86,12.9,0,0.053927183,,,,,,,,,,,,,,,,,,,,,,
250.88,12.9,0,0.053634167,,,,,,,,,,,,,,,,,,,,,,
250.9,12.9,0,0.054290056,,,,,,,,,,,,,,,,,,,,,,
250.92,12.9,0,0.05489278,,,,,,,,,,,,,,,,,,,,,,
250.94,12.9,0,0.043433905,,,,,,,,,,,,,,,,,,,,,,
250.96,12.9,0,0.06425214,,,,,,,,,,,,,,,,,,,,,,
250.98,12.9,0,0.057039738,,,,,,,,,,,,,,,,,,,,,,
251.0,12.9,0,0.12417936,,,,,,,,,,,,,,,,,,,,,,
251.02,12.9,0,0.053415775,,,,,,,,,,,,,,,,,,,,,,
251.04,12.9,0,0.053914785,,,,,,,,,,,,,,,,,,,,,,
251.06,12.9,0,0.05280423,,,,,,,,,,,,,,,,,,,,,,
251.08,12.9,0,0.053925514,,,,,,,,,,,,,,,,,,,,,,
251.1,12.9,0,0.05381751,,,,,,,,,,,,,,,,,,,,,,
251.12,12.9,0,0.053840876,,,,,,,,,,,,,,,,,,,,,,
251.14,12.9,0,0.052968025,,,,,,,,,,,,,,,,,,,,,,
251.16,12.9,0,0.05280614,,,,,,,,,,,,,,,,,,,,,,
251.18,12.9,0,0.052978754,,,,,,,,,,,,,,,,,,,,,,
251.2,12.9,0,0.053757906,,,,,,,,,,,,,,,,,,,,,,
251.22,12.9,0,0.054160833,,,,,,,,,,,,,,,,,,,,,,
251.24,12.9,0,0.05384469,,,,,,,,,,,,,,,,,,,,,,
251.26,12.9,0,0.04608655,,,,,,,,,,,,,,,,,,,,,,
251.28,12.9,0,0.053860188,,,,,,,,,,,,,,,,,,,,,,
251.3,12.9,0,0.04265666,,,,,,,,,,,,,,,,,,,,,,
251.32,12.9,0,0.04302025,,,,,,,,,,,,,,,,,,,,,,
251.34,12.9,0,0.054203033,,,,,,,,,,,,,,,,,,,,,,
251.36,12.9,0,0.05566883,,,,,,,,,,,,,,,,,,,,,,
251.38,12.9,0,0.054424047,,,,,,,,,,,,,,,,,,,,,,
251.4,12.9,0,0.053087473,,,,,,,,,,,,,,,,,,,,,,
251.42,12.9,0,0.05412388,,,,,,,,,,,,,,,,,,,,,,
251.44,12.9,0,0.04463911,,,,,,,,,,,,,,,,,,,,,,
251.46,12.9,0,0.04334569,,,,,,,,,,,,,,,,,,,,,,
251.48,12.9,0,0.042293787,,,,,,,,,,,,,,,,,,,,,,
251.5,12.9,0,0.043021202,,,,,,,,,,,,,,,,,,,,,,
251.52,12.9,0,0.042319536,,,,,,,,,,,,,,,,,,,,,,
251.54,12.9,0,0.04228282,,,,,,,,,,,,,,,,,,,,,,
251.56,12.9,0,0.043153048,,,,,,,,,,,,,,,,,,,,,,
251.58,12.9,0,0.04322505,,,,,,,,,,,,,,,,,,,,,,
251.6,12.9,0,0.043428183,,,,,,,,,,,,,,,,,,,,,,
251.62,12.9,0,0.04240918,,,,,,,,,,,,,,,,,,,,,,
250.42,12.92,0,0.045527697,,,,,,,,,,,,,,,,,,,,,,
250.44,12.92,0,0.053999424,,,,,,,,,,,,,,,,,,,,,,
250.46,12.92,0,0.052736282,,,,,,,,,,,,,,,,,,,,,,
250.48,12.92,0,0.04376149,,,,,,,,,,,,,,,,,,,,,,
250.5,12.92,0,0.05099845,,,,,,,,,,,,,,,,,,,,,,
250.52,12.92,0,0.055556536,,,,,,,,,,,,,,,,,,,,,,
250.54,12.92,0,0.05704069,,,,,,,,,,,,,,,,,,,,,,
250.56,12.92,0,0.05286765,,,,,,,,,,,,,,,,,,,,,,
250.58,12.92,0,0.053924322,,,,,,,,,,,,,,,,,,,,,,
250.6,12.92,0,0.054020166,,,,,,,,,,,,,,,,,,,,,,
250.62,12.92,0,0.053987503,,,,,,,,,,,,,,,,,,,,,,
250.64,12.92,0,0.13033462,,,,,,,,,,,,,,,,,,,,,,
250.66,12.92,0,0.053826332,,,,,,,,,,,,,,,,,,,,,,
250.68,12.92,0,0.053803682,,,,,,,,,,,,,,,,,,,,,,
250.7,12.92,0,0.04553747,,,,,,,,,,,,,,,,,,,,,,
250.72,12.92,0,0.052952766,,,,,,,,,,,,,,,,,,,,,,
250.74,12.92,0,0.06370115,,,,,,,,,,,,,,,,,,,,,,
250.76,12.92,0,0.053854942,,,,,,,,,,,,,,,,,,,,,,
250.78,12.92,0,0.052493334,,,,,,,,,,,,,,,,,,,,,,
250.8,12.92,0,0.054713726,,,,,,,,,,,,,,,,,,,,,,
250.82,12.92,0,0.05379629,,,,,,,,,,,,,,,,,,,,,,
250.84,12.92,0,0.05412793,,,,,,,,,,,,,,,,,,,,,,
250.86,12.92,0,0.05604005,,,,,,,,,,,,,,,,,,,,,,
250.88,12.92,0,0.055401087,,,,,,,,,,,,,,,,,,,,,,
250.9,12.92,0,0.059533834,,,,,,,,,,,,,,,,,,,,,,
250.92,12.92,0,0.056105137,,,,,,,,,,,,,,,,,,,,,,
250.94,12.92,0,0.06282854,,,,,,,,,,,,,,,,,,,,,,
250.96,12.92,0,0.05403185,,,,,,,,,,,,,,,,,,,,,,
250.98,12.92,0,0.05300188,,,,,,,,,,,,,,,,,,,,,,
251.0,12.92,0,0.054091692,,,,,,,,,,,,,,,,,,,,,,
251.02,12.92,0,0.048086166,,,,,,,,,,,,,,,,,,,,,,
251.04,12.92,0,0.053190947,,,,,,,,,,,,,,,,,,,,,,
251.06,12.92,0,0.054534912,,,,,,,,,,,,,,,,,,,,,,
251.08,12.92,0,0.0537045,,,,,,,,,,,,,,,,,,,,,,
251.1,12.92,0,0.05558443,,,,,,,,,,,,,,,,,,,,,,
251.12,12.92,0,0.055175304,,,,,,,,,,,,,,,,,,,,,,
251.14,12.92,0,0.05411911,,,,,,,,,,,,,,,,,,,,,,
251.16,12.92,0,0.053688765,,,,,,,,,,,,,,,,,,,,,,
251.18,12.92,0,0.54741454,,,,,,,,,,,,,,,,,,,,,,
251.2,12.92,0,0.05520034,,,,,,,,,,,,,,,,,,,,,,
251.22,12.92,0,0.053952217,,,,,,,,,,,,,,,,,,,,,,
251.24,12.92,0,0.054522753,,,,,,,,,,,,,,,,,,,,,,
251.26,12.92,0,0.053854704,,,,,,,,,,,,,,,,,,,,,,
251.28,12.92,0,0.044650316,,,,,,,,,,,,,,,,,,,,,,
251.3,12.92,0,0.045516253,,,,,,,,,,,,,,,,,,,,,,
251.32,12.92,0,0.053519964,,,,,,,,,,,,,,,,,,,,,,
251.34,12.92,0,0.05461383,,,,,,,,,,,,,,,,,,,,,,
251.36,12.92,0,0.053524733,,,,,,,,,,,,,,,,,,,,,,
251.38,12.92,0,0.053962708,,,,,,,,,,,,,,,,,,,,,,
251.4,12.92,0,0.05504799,,,,,,,,,,,,,,,,,,,,,,
251.42,12.92,0,0.05343151,,,,,,,,,,,,,,,,,,,,,,
251.44,12.92,0,0.054358244,,,,,,,,,,,,,,,,,,,,,,
251.46,12.92,0,0.04375577,,,,,,,,,,,,,,,,,,,,,,
251.48,12.92,0,0.043808937,,,,,,,,,,,,,,,,,,,,,,
251.5,12.92,0,0.13076568,,,,,,,,,,,,,,,,,,,,,,
251.52,12.92,0,0.042194366,,,,,,,,,,,,,,,,,,,,,,
251.54,12.92,0,0.0427866,,,,,,,,,,,,,,,,,,,,,,
251.56,12.92,0,0.04258728,,,,,,,,,,,,,,,,,,,,,,
251.58,12.92,0,0.043174744,,,,,,,,,,,,,,,,,,,,,,
251.6,12.92,0,0.042765617,,,,,,,,,,,,,,,,,,,,,,
251.62,12.92,0,0.04313159,,,,,,,,,,,,,,,,,,,,,,
250.42,12.94,0,0.053860426,,,,,,,,,,,,,,,,,,,,,,
250.44,12.94,0,0.055315733,,,,,,,,,,,,,,,,,,,,,,
250.46,12.94,0,0.054955244,,,,,,,,,,,,,,,,,,,,,,
250.48,12.94,0,0.053750515,,,,,,,,,,,,,,,,,,,,,,
250.5,12.94,0,0.054797888,,,,,,,,,,,,,,,,,,,,,,
250.52,12.94,0,0.053807497,,,,,,,,,,,,,,,,,,,,,,
250.54,12.94,0,0.05449176,,,,,,,,,,,,,,,,,,,,,,
250.56,12.94,0,0.065532684,,,,,,,,,,,,,,,,,,,,,,
250.58,12.94,0,0.053992987,,,,,,,,,,,,,,,,,,,,,,
250.6,12.94,0,0.05605936,,,,,,,,,,,,,,,,,,,,,,
250.62,12.94,0,0.052544355,,,,,,,,,,,,,,,,,,,,,,
250.64,12.94,0,0.055223227,,,,,,,,,,,,,,,,,,,,,,
250.66,12.94,0,0.05362153,,,,,,,,,,,,,,,,,,,,,,
250.68,12.94,0,0.052954912,,,,,,,,,,,,,,,,,,,,,,
250.7,12.94,0,0.05467558,,,,,,,,,,,,,,,,,,,,,,
250.72,12.94,0,0.054448128,,,,,,,,,,,,,,,,,,,,,,
250.74,12.94,0,0.05397463,,,,,,,,,,,,,,,,,,,,,,
250.76,12.94,0,0.054678917,,,,,,,,,,,,,,,,,,,,,,
250.78,12.94,0,0.05355954,,,,,,,,,,,,,,,,,,,,,,
250.8,12.94,0,0.052583694,,,,,,,,,,,,,,,,,,,,,,
250.82,12.94,0,0.053171873,,,,,,,,,,,,,,,,,,,,,,
250.84,12.94,0,0.055259466,,,,,,,,,,,,,,,,,,,,,,
250.86,12.94,0,0.042499304,,,,,,,,,,,,,,,,,,,,,,
250.88,12.94,0,0.065223694,,,,,,,,,,,,,,,,,,,,,,
250.9,12.94,0,0.053563833,,,,,,,,,,,,,,,,,,,,,,
250.92,12.94,0,0.05412507,,,,,,,,,,,,,,,,,,,,,,
250.94,12.94,0,0.054119587,,,,,,,,,,,,,,,,,,,,,,
250.96,12.94,0,0.053753853,,,,,,,,,,,,,,,,,,,,,,
250.98,12.94,0,0.042651176,,,,,,,,,,,,,,,,,,,,,,
251.0,12.94,0,0.043088913,,,,,,,,,,,,,,,,,,,,,,
251.02,12.94,0,0.053480864,,,,,,,,,,,,,,,,,,,,,,
251.04,12.94,0,0.054462194,,,,,,,,,,,,,,,,,,,,,,
251.06,12.94,0,0.053686857,,,,,,,,,,,,,,,,,,,,,,
251.08,12.94,0,0.05397296,,,,,,,,,,,,,,,,,,,,,,
251.1,12.94,0,0.053381205,,,,,,,,,,,,,,,,,,,,,,
251.12,12.94,0,0.053537846,,,,,,,,,,,,,,,,,,,,,,
251.14,12.94,0,0.117908,,,,,,,,,,,,,,,,,,,,,,
251.16,12.94,0,0.053413153,,,,,,,,,,,,,,,,,,,,,,
251.18,12.94,0,0.044844627,,,,,,,,,,,,,,,,,,,,,,
251.2,12.94,0,0.053595066,,,,,,,,,,,,,,,,,,,,,,
251.22,12.94,0,0.06512046,,,,,,,,,,,,,,,,,,,,,,
251.24,12.94,0,0.04449129,,,,,,,,,,,,,,,,,,,,,,
251.26,12.94,0,0.053351402,,,,,,,,,,,,,,,,,,,,,,
251.28,12.94,0,0.04311657,,,,,,,,,,,,,,,,,,,,,,
251.3,12.94,0,0.042840004,,,,,,,,,,,,,,,,,,,,,,
251.32,12.94,0,0.054322004,,,,,,,,,,,,,,,,,,,,,,
251.34,12.94,0,0.05384016,,,,,,,,,,,,,,,,,,,,,,
251.36,12.94,0,0.055740595,,,,,,,,,,,,,,,,,,,,,,
251.38,12.94,0,0.045875788,,,,,,,,,,,,,,,,,,,,,,
251.4,12.94,0,0.05502677,,,,,,,,,,,,,,,,,,,,,,
251.42,12.94,0,0.044624805,,,,,,,,,,,,,,,,,,,,,,
251.44,12.94,0,0.053724527,,,,,,,,,,,,,,,,,,,,,,
251.46,12.94,0,0.04439807,,,,,,,,,,,,,,,,,,,,,,
251.48,12.94,0,0.04400158,,,,,,,,,,,,,,,,,,,,,,
251.5,12.94,0,0.043790817,,,,,,,,,,,,,,,,,,,,,,
251.52,12.94,0,0.042166233,,,,,,,,,,,,,,,,,,,,,,
251.54,12.94,0,0.042687416,,,,,,,,,,,,,,,,,,,,,,
251.56,12.94,0,0.043489695,,,,,,,,,,,,,,,,,,,,,,
251.58,12.94,0,0.04387617,,,,,,,,,,,,,,,,,,,,,,
251.6,12.94,0,0.046539545,,,,,,,,,,,,,,,,,,,,,,
251.62,12.94,0,0.044847727,,,,,,,,,,,,,,,,,,,,,,
250.42,12.96,0,0.056512117,,,,,,,,,,,,,,,,,,,,,,
250.44,12.96,0,0.05335188,,,,,,,,,,,,,,,,,,,,,,
250.46,12.96,0,0.053618193,,,,,,,,,,,,,,,,,,,,,,
250.48,12.96,0,0.055620432,,,,,,,,,,,,,,,,,,,,,,
250.5,12.96,0,0.056495667,,,,,,,,,,,,,,,,,,,,,,
250.52,12.96,0,0.05593872,,,,,,,,,,,,,,,,,,,,,,
250.54,12.96,0,0.053715944,,,,,,,,,,,,,,,,,,,,,,
250.56,12.96,0,0.056875944,,,,,,,,,,,,,,,,,,,,,,
250.58,12.96,0,0.05378461,,,,,,,,,,,,,,,,,,,,,,
250.6,12.96,0,0.05403018,,,,,,,,,,,,,,,,,,,,,,
250.62,12.96,0,0.054141283,,,,,,,,,,,,,,,,,,,,,,
250.64,12.96,0,0.05408168,,,,,,,,,,,,,,,,,,,,,,
250.66,12.96,0,0.053932667,,,,,,,,,,,,,,,,,,,,,,
250.68,12.96,0,0.053829193,,,,,,,,,,,,,,,,,,,,,,
250.7,12.96,0,0.052715063,,,,,,,,,,,,,,,,,,,,,,
250.72,12.96,0,0.05432415,,,,,,,,,,,,,,,,,,,,,,
250.74,12.96,0,0.053748846,,,,,,,,,,,,,,,,,,,,,,
250.76,12.96,0,0.054226875,,,,,,,,,,,,,,,,,,,,,,
250.78,12.96,0,0.124257565,,,,,,,,,,,,,,,,,,,,,,
250.8,12.96,0,0.053788662,,,,,,,,,,,,,,,,,,,,,,
250.82,12.96,0,0.053585052,,,,,,,,,,,,,,,,,,,,,,
250.84,12.96,0,0.054962873,,,,,,,,,,,,,,,,,,,,,,
250.86,12.96,0,0.05437684,,,,,,,,,,,,,,,,,,,,,,
250.88,12.96,0,0.05378604,,,,,,,,,,,,,,,,,,,,,,
250.9,12.96,0,0.05510497,,,,,,,,,,,,,,,,,,,,,,
250.92,12.96,0,0.053869247,,,,,,,,,,,,,,,,,,,,,,
250.94,12.96,0,0.054165363,,,,,,,,,,,,,,,,,,,,,,
250.96,12.96,0,0.053282738,,,,,,,,,,,,,,,,,,,,,,
250.98,12.96,0,0.053786278,,,,,,,,,,,,,,,,,,,,,,
251.0,12.96,0,0.05398822,,,,,,,,,,,,,,,,,,,,,,
251.02,12.96,0,0.05358839,,,,,,,,,,,,,,,,,,,,,,
251.04,12.96,0,0.054133654,,,,,,,,,,,,,,,,,,,,,,
251.06,12.96,0,0.053566456,,,,,,,,,,,,,,,,,,,,,,
251.08,12.96,0,0.053261995,,,,,,,,,,,,,,,,,,,,,,
251.1,12.96,0,0.05336523,,,,,,,,,,,,,,,,,,,,,,
251.12,12.96,0,0.05350995,,,,,,,,,,,,,,,,,,,,,,
251.14,12.96,0,0.05520916,,,,,,,,,,,,,,,,,,,,,,
251.16,12.96,0,0.05427456,,,,,,,,,,,,,,,,,,,,,,
251.18,12.96,0,0.053322792,,,,,,,,,,,,,,,,,,,,,,
251.2,12.96,0,0.053943157,,,,,,,,,,,,,,,,,,,,,,
251.22,12.96,0,0.05364847,,,,,,,,,,,,,,,,,,,,,,
251.24,12.96,0,0.0456779,,,,,,,,,,,,,,,,,,,,,,
251.26,12.96,0,0.04232335,,,,,,,,,,,,,,,,,,,,,,
251.28,12.96,0,0.042691946,,,,,,,,,,,,,,,,,,,,,,
251.3,12.96,0,0.053729534,,,,,,,,,,,,,,,,,,,,,,
251.32,12.96,0,0.05368781,,,,,,,,,,,,,,,,,,,,,,
251.34,12.96,0,0.053959846,,,,,,,,,,,,,,,,,,,,,,
251.36,12.96,0,0.053901434,,,,,,,,,,,,,,,,,,,,,,
251.38,12.96,0,0.046248198,,,,,,,,,,,,,,,,,,,,,,
251.4,12.96,0,0.045789003,,,,,,,,,,,,,,,,,,,,,,
251.42,12.96,0,0.053889275,,,,,,,,,,,,,,,,,,,,,,
251.44,12.96,0,0.04743147,,,,,,,,,,,,,,,,,,,,,,
251.46,12.96,0,0.043056726,,,,,,,,,,,,,,,,,,,,,,
251.48,12.96,0,0.043230295,,,,,,,,,,,,,,,,,,,,,,
251.5,12.96,0,0.046530485,,,,,,,,,,,,,,,,,,,,,,
251.52,12.96,0,0.042497158,,,,,,,,,,,,,,,,,,,,,,
251.54,12.96,0,0.04309249,,,,,,,,,,,,,,,,,,,,,,
251.56,12.96,0,0.04332781,,,,,,,,,,,,,,,,,,,,,,
251.58,12.96,0,0.04513836,,,,,,,,,,,,,,,,,,,,,,
251.6,12.96,0,0.04306221,,,,,,,,,,,,,,,,,,,,,,
251.62,12.96,0,0.042818308,,,,,,,,,,,,,,,,,,,,,,
250.42,12.98,0,0.13360286,,,,,,,,,,,,,,,,,,,,,,
250.44,12.98,0,0.056536913,,,,,,,,,,,,,,,,,,,,,,
250.46,12.98,0,0.053700686,,,,,,,,,,,,,,,,,,,,,,
250.48,12.98,0,0.053821564,,,,,,,,,,,,,,,,,,,,,,
250.5,12.98,0,0.053596497,,,,,,,,,,,,,,,,,,,,,,
250.52,12.98,0,0.053875208,,,,,,,,,,,,,,,,,,,,,,
250.54,12.98,0,0.05605817,,,,,,,,,,,,,,,,,,,,,,
250.56,12.98,0,0.053028345,,,,,,,,,,,,,,,,,,,,,,
250.58,12.98,0,0.05378723,,,,,,,,,,,,,,,,,,,,,,
250.6,12.98,0,0.064869165,,,,,,,,,,,,,,,,,,,,,,
250.62,12.98,0,0.06452823,,,,,,,,,,,,,,,,,,,,,,
250.64,12.98,0,0.065855265,,,,,,,,,,,,,,,,,,,,,,
250.66,12.98,0,0.05394578,,,,,,,,,,,,,,,,,,,,,,
250.68,12.98,0,0.054416418,,,,,,,,,,,,,,,,,,,,,,
250.7,12.98,0,0.05343151,,,,,,,,,,,,,,,,,,,,,,
250.72,12.98,0,0.053168774,,,,,,,,,,,,,,,,,,,,,,
250.74,12.98,0,0.053928852,,,,,,,,,,,,,,,,,,,,,,
250.76,12.98,0,0.056576014,,,,,,,,,,,,,,,,,,,,,,
250.78,12.98,0,0.054248095,,,,,,,,,,,,,,,,,,,,,,
250.8,12.98,0,0.05364728,,,,,,,,,,,,,,,,,,,,,,
250.82,12.98,0,0.058533907,,,,,,,,,,,,,,,,,,,,,,
250.84,12.98,0,0.053952694,,,,,,,,,,,,,,,,,,,,,,
250.86,12.98,0,0.054668665,,,,,,,,,,,,,,,,,,,,,,
250.88,12.98,0,0.0439744,,,,,,,,,,,,,,,,,,,,,,
250.9,12.98,0,0.053215027,,,,,,,,,,,,,,,,,,,,,,
250.92,12.98,0,0.055193424,,,,,,,,,,,,,,,,,,,,,,
250.94,12.98,0,0.053230524,,,,,,,,,,,,,,,,,,,,,,
250.96,12.98,0,0.05329919,,,,,,,,,,,,,,,,,,,,,,
250.98,12.98,0,0.054411173,,,,,,,,,,,,,,,,,,,,,,
251.0,12.98,0,0.04322028,,,,,,,,,,,,,,,,,,,,,,
251.02,12.98,0,0.053969145,,,,,,,,,,,,,,,,,,,,,,
251.04,12.98,0,0.053801775,,,,,,,,,,,,,,,,,,,,,,
251.06,12.98,0,0.053669453,,,,,,,,,,,,,,,,,,,,,,
251.08,12.98,0,0.054353476,,,,,,,,,,,,,,,,,,,,,,
251.1,12.98,0,0.05416107,,,,,,,,,,,,,,,,,,,,,,
251.12,12.98,0,0.054463387,,,,,,,,,,,,,,,,,,,,,,
251.14,12.98,0,0.054854393,,,,,,,,,,,,,,,,,,,,,,
251.16,12.98,0,0.05686879,,,,,,,,,,,,,,,,,,,,,,
251.18,12.98,0,0.065936565,,,,,,,,,,,,,,,,,,,,,,
251.2,12.98,0,0.054071903,,,,,,,,,,,,,,,,,,,,,,
251.22,12.98,0,0.04619932,,,,,,,,,,,,,,,,,,,,,,
251.24,12.98,0,0.04420352,,,,,,,,,,,,,,,,,,,,,,
251.26,12.98,0,0.04647994,,,,,,,,,,,,,,,,,,,,,,
251.28,12.98,0,0.14011002,,,,,,,,,,,,,,,,,,,,,,
251.3,12.98,0,0.053575516,,,,,,,,,,,,,,,,,,,,,,
251.32,12.98,0,0.053944826,,,,,,,,,,,,,,,,,,,,,,
251.34,12.98,0,0.054919243,,,,,,,,,,,,,,,,,,,,,,
251.36,12.98,0,0.053772688,,,,,,,,,,,,,,,,,,,,,,
251.38,12.98,0,0.0531857,,,,,,,,,,,,,,,,,,,,,,
251.4,12.98,0,0.054298162,,,,,,,,,,,,,,,,,,,,,,
251.42,12.98,0,0.052861214,,,,,,,,,,,,,,,,,,,,,,
251.44,12.98,0,0.054156303,,,,,,,,,,,,,,,,,,,,,,
251.46,12.98,0,0.045666456,,,,,,,,,,,,,,,,,,,,,,
251.48,12.98,0,0.046125174,,,,,,,,,,,,,,,,,,,,,,
