p2_mw,p3_mw,is_secure,security_margin_signed,security_margin_abs
119.59866,0.0,0,-39.628628,39.628628
120.568565,0.0,0,-37.499424,37.499424
121.53846,0.0,0,-35.38276,35.38276
122.50836,0.0,0,-33.280983,33.280983
123.478264,0.0,0,-31.197136,31.197136
124.44816,0.0,0,-29.135067,29.135067
125.41806,0.0,0,-27.09972,27.09972
126.38796,0.0,0,-25.097618,25.097618
127.35786,0.0,0,-23.137405,23.137405
128.32776,0.0,0,-21.230654,21.230654
129.29765,0.0,0,-19.393173,19.393173
130.26756,0.0,0,-17.64657,17.64657
131.23746,0.0,0,-16.020657,16.020657
132.20735,0.0,0,-14.555896,14.555896
133.17726,0.0,0,-13.3056,13.3056
134.14716,0.0,0,-12.3352,12.3352
135.11705,0.0,0,-11.714437,11.714437
136.08696,0.0,0,-11.500066,11.500066
137.05685,0.0,0,-11.500066,11.500066
138.02675,0.0,0,-11.500066,11.500066
138.99666,0.0,0,-11.500066,11.500066
139.96655,0.0,0,-11.500066,11.500066
140.93646,0.0,0,-11.500066,11.500066
141.90636,0.0,0,-11.500066,11.500066
142.87625,0.0,0,-11.500066,11.500066
143.84616,0.0,0,-11.500066,11.500066
144.81606,0.0,0,-11.500066,11.500066
145.78595,0.0,0,-11.500066,11.500066
146.75586,0.0,0,-11.500066,11.500066
147.72575,0.0,0,-11.500066,11.500066
148.69565,0.0,0,-11.500066,11.500066
149.66556,0.0,0,-11.500066,11.500066
150.63545,0.0,0,-11.500066,11.500066
151.60535,0.0,0,-11.500066,11.500066
152.57526,0.0,0,-11.500066,11.500066
153.54515,0.0,0,-11.500066,11.500066
154.51505,0.0,0,-11.500066,11.500066
155.48495,0.0,0,-11.500066,11.500066
156.45485,0.0,0,-11.500066,11.500066
157.42474,0.0,0,-11.500066,11.500066
158.39465,0.0,0,-11.500066,11.500066
159.36455,0.0,0,-11.500066,11.500066
160.33444,0.0,0,-11.500066,11.500066
161.30435,0.0,0,-11.500066,11.500066
162.27425,0.0,0,-11.500066,11.500066
163.24414,0.0,0,-11.500066,11.500066
164.21405,0.0,0,-11.500066,11.500066
165.18394,0.0,0,-11.500066,11.500066
166.15384,0.0,0,-11.500066,11.500066
167.12375,0.0,0,-11.500066,11.500066
168.09364,0.0,0,-11.500066,11.500066
169.06354,0.0,0,-11.500066,11.500066
170.03345,0.0,0,-11.500066,11.500066
171.00334,0.0,0,-11.500066,11.500066
171.97325,0.0,0,-11.500066,11.500066
172.94315,0.0,0,-11.500066,11.500066
173.91304,0.0,0,-11.714429,11.714429
174.88295,0.0,0,-12.3352,12.3352
175.85284,0.0,0,-13.3056,13.3056
176.82274,0.0,0,-14.555874,14.555874
177.79265,0.0,0,-16.020657,16.020657
178.76254,0.0,0,-17.64657,17.64657
179.73244,0.0,0,-19.393145,19.393145
180.70235,0.0,0,-21.230654,21.230654
181.67224,0.0,0,-23.13739,23.13739
182.64214,0.0,0,-25.097603,25.097603
183.61205,0.0,0,-27.09972,27.09972
184.58194,0.0,0,-29.13505,29.13505
185.55183,0.0,0,-31.197117,31.197117
186.52174,0.0,0,-33.280983,33.280983
187.49164,0.0,0,-35.38274,35.38274
188.46153,0.0,0,-37.49941,37.49941
189.43144,0.0,0,-39.628628,39.628628
190.40134,0.0,0,-41.768417,41.768417
191.37123,0.0,0,-43.917263,43.917263
192.34114,0.0,0,-46.073933,46.073933
193.31104,0.0,0,-48.237312,48.237312
194.28093,0.0,0,-50.406563,50.406563
195.25084,0.0,0,-52.580997,52.580997
196.22073,0.0,0,-54.75993,54.75993
197.19063,0.0,0,-56.942883,56.942883
198.16054,0.0,0,-59.129436,59.129436
199.13043,0.0,0,-61.319145,61.319145
200.10034,0.0,0,-63.511745,63.511745
201.07024,0.0,0,-65.70689,65.70689
202.04013,0.0,0,-67.904335,67.904335
203.01004,0.0,0,-70.10394,70.10394
203.97993,0.0,0,-72.30541,72.30541
204.94983,0.0,0,-74.50863,74.50863
205.91974,0.0,0,-76.71348,76.71348
206.88963,0.0,0,-78.91975,78.91975
207.85953,0.0,0,-81.12736,81.12736
208.82944,0.0,0,-83.33624,83.33624
209.79933,0.0,0,-85.54622,85.54622
210.76923,0.0,0,-87.757256,87.757256
211.73914,0.0,0,-89.96929,89.96929
212.70903,0.0,0,-92.182205,92.182205
213.67892,0.0,0,-94.395966,94.395966
214.64883,0.0,0,-96.61053,96.61053
215.61873,0.0,0,-98.8258,98.8258
216.58862,0.0,0,-101.04175,101.04175
217.55853,0.0,0,-103.25836,103.25836
218.52843,0.0,0,-105.475555,105.475555
219.49832,0.0,0,-107.69329,107.69329
220.46823,0.0,0,-109.911606,109.911606
221.43813,0.0,0,-112.13038,112.13038
222.40802,0.0,0,-114.3496,114.3496
223.37793,0.0,0,-116.56932,116.56932
224.34782,0.0,0,-118.78941,118.78941
225.31772,0.0,0,-121.009895,121.009895
226.28763,0.0,0,-123.23079,123.23079
227.25752,0.0,0,-125.451996,125.451996
228.22743,0.0,0,-127.67357,127.67357
229.19733,0.0,0,-129.89543,129.89543
230.16722,0.0,0,-132.11758,132.11758
231.13713,0.0,0,-134.34006,134.34006
232.10703,0.0,0,-136.56277,136.56277
233.07692,0.0,0,-138.78575,138.78575
234.04683,0.0,0,-141.009,141.009
235.01672,0.0,0,-143.23247,143.23247
235.98662,0.0,0,-145.45615,145.45615
236.95653,0.0,0,-147.68007,147.68007
237.92642,0.0,0,-149.90416,149.90416
238.89632,0.0,0,-152.12845,152.12845
239.86623,0.0,0,-154.35297,154.35297
240.83612,0.0,0,-156.57762,156.57762
241.80602,0.0,0,-158.80246,158.80246
242.77592,0.0,0,-161.02748,161.02748
243.74582,0.0,0,-163.25264,163.25264
244.71571,0.0,0,-165.47794,165.47794
245.68562,0.0,0,-167.70343,167.70343
246.65552,0.0,0,-169.929,169.929
247.62541,0.0,0,-172.15474,172.15474
248.59532,0.0,0,-174.38063,174.38063
249.56522,0.0,0,-176.60658,176.60658
250.53511,0.0,0,-178.83235,178.83235
251.50502,0.0,0,-181.04486,181.04486
252.47491,0.0,0,-183.25778,183.25778
253.44481,0.0,0,-185.47113,185.47113
254.41472,0.0,0,-187.6849,187.6849
255.38461,0.0,0,-189.89906,189.89906
256.35452,0.0,0,-192.11363,192.11363
257.3244,0.0,0,-194.3285,194.3285
258.2943,0.0,0,-196.54382,196.54382
259.26422,0.0,0,-198.75946,198.75946
260.2341,0.0,0,-200.97537,200.97537
261.204,0.0,0,-203.19168,203.19168
262.17392,0.0,0,-205.40831,205.40831
263.1438,0.0,0,-207.62517,207.62517
264.1137,0.0,0,-209.84239,209.84239
265.08362,0.0,0,-212.05989,212.05989
266.0535,0.0,0,-214.2776,214.2776
267.0234,0.0,0,-216.49565,216.49565
267.99332,0.0,0,-218.71396,218.71396
268.9632,0.0,0,-220.93245,220.93245
269.9331,0.0,0,-223.15125,223.15125
270.903,0.0,0,-225.3703,225.3703
271.87292,0.0,0,-227.58957,227.58957
272.8428,0.0,0,-229.80899,229.80899
273.8127,0.0,0,-232.0287,232.0287
274.78262,0.0,0,-234.24863,234.24863
275.7525,0.0,0,-236.46869,236.46869
276.7224,0.0,0,-238.68901,238.68901
277.69232,0.0,0,-240.90953,240.90953
278.6622,0.0,0,-243.13016,243.13016
279.6321,0.0,0,-245.35107,245.35107
280.60202,0.0,0,-247.57213,247.57213
281.5719,0.0,0,-249.7933,249.7933
282.5418,0.0,0,-252.01472,252.01472
283.51172,0.0,0,-254.2363,254.2363
284.4816,0.0,0,-256.45795,256.45795
285.4515,0.0,0,-258.67984,258.67984
286.42142,0.0,0,-260.9019,260.9019
287.3913,0.0,0,-263.12402,263.12402
288.3612,0.0,0,-265.34637,265.34637
289.33112,0.0,0,-267.56885,267.56885
290.301,0.0,0,-269.79138,269.79138
291.2709,0.0,0,-272.01413,272.01413
292.2408,0.0,0,-274.23703,274.23703
293.2107,0.0,0,-276.45993,276.45993
294.1806,0.0,0,-278.68307,278.68307
295.1505,0.0,0,-280.90634,280.90634
296.1204,0.0,0,-283.12964,283.12964
297.0903,0.0,0,-285.35315,285.35315
298.0602,0.0,0,-287.57672,287.57672
299.0301,0.0,0,-289.80038,289.80038
300.0,0.0,0,-292.0242,292.0242
0.0,10.0,0,-11.500066,11.500066
10.0,10.0,1,11.500066,11.500066
10.9699,10.0,1,11.500066,11.500066
11.939799,10.0,1,11.500066,11.500066
12.909699,10.0,1,11.500066,11.500066
13.879599,10.0,1,11.500066,11.500066
14.849499,10.0,1,11.500066,11.500066
15.819398,10.0,1,11.500066,11.500066
16.789297,10.0,1,11.500066,11.500066
17.759197,10.0,1,11.500066,11.500066
18.729097,10.0,1,11.500066,11.500066
19.698997,10.0,1,11.500066,11.500066
20.668896,10.0,1,11.500066,11.500066
21.638796,10.0,1,11.500066,11.500066
22.608696,10.0,1,11.500066,11.500066
23.578596,10.0,1,11.500066,11.500066
24.548494,10.0,1,11.500066,11.500066
25.518394,10.0,1,11.500066,11.500066
26.488295,10.0,1,11.500066,11.500066
27.458195,10.0,1,11.500066,11.500066
28.428093,10.0,1,11.500066,11.500066
29.397993,10.0,1,11.500066,11.500066
30.367893,10.0,1,11.178619,11.178619
31.337793,10.0,1,9.684419,9.684419
32.307693,10.0,1,8.191629,8.191629
33.27759,10.0,1,6.7011833,6.7011833
34.24749,10.0,1,5.2150784,5.2150784
35.217392,10.0,1,3.7385128,3.7385128
36.18729,10.0,1,2.2900102,2.2900102
37.157192,10.0,1,1.0000044,1.0000044
38.12709,10.0,0,-1.1153849,1.1153849
39.09699,10.0,0,-3.3461637,3.3461637
40.06689,10.0,0,-5.576951,5.576951
41.03679,10.0,0,-7.8077297,7.8077297
42.006687,10.0,0,-10.038508,10.038508
42.97659,10.0,0,-12.269296,12.269296
43.946487,10.0,0,-14.500074,14.500074
44.91639,10.0,0,-16.730862,16.730862
45.886288,10.0,0,-18.961641,18.961641
46.856186,10.0,0,-21.19242,21.19242
47.826088,10.0,0,-23.423206,23.423206
48.795986,10.0,0,-25.653986,25.653986
49.765884,10.0,0,-27.884764,27.884764
50.735786,10.0,0,-30.115551,30.115551
51.705685,10.0,0,-32.34633,32.34633
52.675587,10.0,0,-34.577118,34.577118
53.645485,10.0,0,-36.807896,36.807896
54.615383,10.0,0,-39.038673,39.038673
55.585285,10.0,0,-41.269463,41.269463
56.555183,10.0,0,-43.50024,43.50024
57.525085,10.0,0,-45.73103,45.73103
58.494984,10.0,0,-47.961807,47.961807
59.46488,10.0,0,-50.192585,50.192585
60.434784,10.0,0,-52.423374,52.423374
61.404682,10.0,0,-54.654152,54.654152
62.37458,10.0,0,-56.88493,56.88493
63.344482,10.0,0,-59.11572,59.11572
64.314384,10.0,0,-61.346504,61.346504
65.28428,10.0,0,-63.577274,63.577274
66.25418,10.0,0,-65.80806,65.80806
67.22408,10.0,0,-68.03885,68.03885
68.19398,10.0,0,-70.26962,70.26962
69.16388,10.0,0,-72.500404,72.500404
70.13378,10.0,0,-74.73119,74.73119
71.103676,10.0,0,-76.96197,76.96197
72.07358,10.0,0,-79.19275,79.19275
73.04348,10.0,0,-81.42354,81.42354
74.013374,10.0,0,-83.65431,83.65431
74.98328,10.0,0,-85.8851,85.8851
75.95318,10.0,0,-88.11588,88.11588
76.92308,10.0,0,-90.34667,90.34667
77.892975,10.0,0,-92.577446,92.577446
78.86288,10.0,0,-94.80823,94.80823
79.83278,10.0,0,-97.03902,97.03902
80.80267,10.0,0,-99.26979,99.26979
81.772575,10.0,0,-101.50057,101.50057
82.74248,10.0,0,-103.73136,103.73136
83.71237,10.0,0,-105.962135,105.962135
84.682274,10.0,0,-108.19292,108.19292
85.652176,10.0,0,-110.423706,110.423706
86.62207,10.0,0,-112.65448,112.65448
87.59197,10.0,0,-110.423706,110.423706
88.561874,10.0,0,-108.19292,108.19292
89.53177,10.0,0,-105.96215,105.96215
90.50167,10.0,0,-103.73136,103.73136
91.47157,10.0,0,-101.50057,101.50057
92.441475,10.0,0,-99.26979,99.26979
93.41137,10.0,0,-97.03902,97.03902
94.38127,10.0,0,-94.80823,94.80823
95.35117,10.0,0,-92.577446,92.577446
96.32107,10.0,0,-90.34667,90.34667
97.29097,10.0,0,-88.11588,88.11588
98.26087,10.0,0,-85.8851,85.8851
99.23077,10.0,0,-83.65433,83.65433
100.20067,10.0,0,-81.42354,81.42354
101.17057,10.0,0,-79.19275,79.19275
102.140465,10.0,0,-76.96198,76.96198
103.11037,10.0,0,-74.73119,74.73119
104.08027,10.0,0,-72.500404,72.500404
105.05017,10.0,0,-70.26962,70.26962
106.020065,10.0,0,-68.03885,68.03885
106.98997,10.0,0,-65.80806,65.80806
107.95987,10.0,0,-63.577274,63.577274
108.92976,10.0,0,-61.346504,61.346504
109.899666,10.0,0,-59.11572,59.11572
110.86957,10.0,0,-56.88493,56.88493
111.83946,10.0,0,-54.65416,54.65416
112.809364,10.0,0,-52.423374,52.423374
113.77927,10.0,0,-50.192585,50.192585
114.74916,10.0,0,-47.961815,47.961815
115.71906,10.0,0,-45.73103,45.73103
116.688965,10.0,0,-43.50024,43.50024
117.65886,10.0,0,-41.26947,41.26947
118.62876,10.0,0,-39.038685,39.038685
119.59866,10.0,0,-36.807896,36.807896
120.568565,10.0,0,-34.57711,34.57711
121.53846,10.0,0,-32.34634,32.34634
122.50836,10.0,0,-30.115551,30.115551
123.478264,10.0,0,-27.884764,27.884764
124.44816,10.0,0,-25.653994,25.653994
125.41806,10.0,0,-23.423206,23.423206
126.38796,10.0,0,-21.19242,21.19242
127.35786,10.0,0,-18.961649,18.961649
128.32776,10.0,0,-16.730862,16.730862
129.29765,10.0,0,-14.5000925,14.5000925
130.26756,10.0,0,-12.269287,12.269287
131.23746,10.0,0,-10.038517,10.038517
132.20735,10.0,0,-7.8077474,7.8077474
133.17726,10.0,0,-5.5769424,5.5769424
134.14716,10.0,0,-3.3461723,3.3461723
135.11705,10.0,0,-1.1154025,1.1154025
136.08696,10.0,1,1.1154025,1.1154025
137.05685,10.0,1,3.3461723,3.3461723
138.02675,10.0,1,5.5769424,5.5769424
138.99666,10.0,1,7.8077474,7.8077474
139.96655,10.0,1,10.038517,10.038517
140.93646,10.0,1,11.500066,11.500066
141.90636,10.0,1,11.500066,11.500066
142.87625,10.0,1,11.500066,11.500066
143.84616,10.0,1,11.500066,11.500066
144.81606,10.0,1,11.500066,11.500066
145.78595,10.0,1,11.500066,11.500066
146.75586,10.0,1,11.500066,11.500066
147.72575,10.0,1,11.500066,11.500066
148.69565,10.0,1,11.500066,11.500066
149.66556,10.0,1,11.500066,11.500066
150.63545,10.0,1,11.500066,11.500066
151.60535,10.0,1,11.500066,11.500066
152.57526,10.0,1,11.500066,11.500066
153.54515,10.0,1,11.500066,11.500066
154.51505,10.0,1,11.500066,11.500066
155.48495,10.0,1,11.500066,11.500066
156.45485,10.0,1,11.500066,11.500066
157.42474,10.0,1,11.500066,11.500066
158.39465,10.0,1,11.500066,11.500066
159.36455,10.0,1,11.500066,11.500066
160.33444,10.0,1,11.500066,11.500066
161.30435,10.0,1,11.500066,11.500066
162.27425,10.0,1,11.500066,11.500066
163.24414,10.0,1,11.500066,11.500066
164.21405,10.0,1,11.500066,11.500066
165.18394,10.0,1,11.500066,11.500066
166.15384,10.0,1,11.178625,11.178625
167.12375,10.0,1,9.6844225,9.6844225
168.09364,10.0,1,8.191648,8.191648
169.06354,10.0,1,6.701189,6.701189
170.03345,10.0,1,5.2150784,5.2150784
171.00334,10.0,1,3.7385285,3.7385285
171.97325,10.0,1,2.2899973,2.2899973
172.94315,10.0,1,1.0000044,1.0000044
173.91304,10.0,0,-1.1153674,1.1153674
174.88295,10.0,0,-3.3461723,3.3461723
175.85284,10.0,0,-5.5769424,5.5769424
176.82274,10.0,0,-7.807712,7.807712
177.79265,10.0,0,-10.038517,10.038517
178.76254,10.0,0,-12.269287,12.269287
179.73244,10.0,0,-14.500057,14.500057
180.70235,10.0,0,-16.730862,16.730862
181.67224,10.0,0,-18.961632,18.961632
182.64214,10.0,0,-21.192402,21.192402
183.61205,10.0,0,-23.423206,23.423206
184.58194,10.0,0,-25.653976,25.653976
185.55183,10.0,0,-27.884747,27.884747
186.52174,10.0,0,-30.115551,30.115551
187.49164,10.0,0,-32.34632,32.34632
188.46153,10.0,0,-34.57709,34.57709
189.43144,10.0,0,-36.807896,36.807896
190.40134,10.0,0,-39.038666,39.038666
191.37123,10.0,0,-41.269436,41.269436
192.34114,10.0,0,-43.50024,43.50024
193.31104,10.0,0,-45.73101,45.73101
194.28093,10.0,0,-47.96178,47.96178
195.25084,10.0,0,-50.192585,50.192585
196.22073,10.0,0,-52.423355,52.423355
197.19063,10.0,0,-54.654125,54.654125
198.16054,10.0,0,-56.88493,56.88493
199.13043,10.0,0,-59.1157,59.1157
200.10034,10.0,0,-61.346504,61.346504
201.07024,10.0,0,-63.577274,63.577274
202.04013,10.0,0,-65.808044,65.808044
203.01004,10.0,0,-68.03885,68.03885
203.97993,10.0,0,-70.26962,70.26962
204.94983,10.0,0,-72.50039,72.50039
205.91974,10.0,0,-74.73119,74.73119
206.88963,10.0,0,-76.96197,76.96197
207.85953,10.0,0,-79.19273,79.19273
208.82944,10.0,0,-81.42354,81.42354
209.79933,10.0,0,-83.65431,83.65431
210.76923,10.0,0,-85.88508,85.88508
211.73914,10.0,0,-88.11588,88.11588
212.70903,10.0,0,-90.34666,90.34666
213.67892,10.0,0,-92.57742,92.57742
214.64883,10.0,0,-94.80823,94.80823
215.61873,10.0,0,-97.039,97.039
216.58862,10.0,0,-99.26977,99.26977
217.55853,10.0,0,-101.50057,101.50057
218.52843,10.0,0,-103.731346,103.731346
219.49832,10.0,0,-105.96211,105.96211
220.46823,10.0,0,-108.19292,108.19292
221.43813,10.0,0,-110.42369,110.42369
222.40802,10.0,0,-112.65446,112.65446
223.37793,10.0,0,-114.88526,114.88526
224.34782,10.0,0,-117.116035,117.116035
225.31772,10.0,0,-119.3468,119.3468
226.28763,10.0,0,-121.57761,121.57761
227.25752,10.0,0,-123.80838,123.80838
228.22743,10.0,0,-126.039185,126.039185
229.19733,10.0,0,-128.26996,128.26996
230.16722,10.0,0,-130.50072,130.50072
231.13713,10.0,0,-132.73152,132.73152
232.10703,10.0,0,-134.9623,134.9623
233.07692,10.0,0,-137.19307,137.19307
234.04683,10.0,0,-139.42387,139.42387
235.01672,10.0,0,-141.65465,141.65465
235.98662,10.0,0,-143.8854,143.8854
236.95653,10.0,0,-146.11621,146.11621
237.92642,10.0,0,-148.34698,148.34698
238.89632,10.0,0,-150.57776,150.57776
239.86623,10.0,0,-152.80856,152.80856
240.83612,10.0,0,-155.03934,155.03934
241.80602,10.0,0,-157.2701,157.2701
242.77592,10.0,0,-159.50092,159.50092
243.74582,10.0,0,-161.73167,161.73167
244.71571,10.0,0,-163.96245,163.96245
245.68562,10.0,0,-166.19325,166.19325
246.65552,10.0,0,-168.42403,168.42403
247.62541,10.0,0,-170.65479,170.65479
248.59532,10.0,0,-172.8856,172.8856
249.56522,10.0,0,-175.11636,175.11636
250.53511,10.0,0,-177.34714,177.34714
251.50502,10.0,0,-179.57794,179.57794
252.47491,10.0,0,-181.80872,181.80872
253.44481,10.0,0,-184.03949,184.03949
254.41472,10.0,0,-186.2703,186.2703
255.38461,10.0,0,-188.50105,188.50105
256.35452,10.0,0,-190.73186,190.73186
257.3244,10.0,0,-192.9626,192.9626
258.2943,10.0,0,-195.1934,195.1934
259.26422,10.0,0,-197.42421,197.42421
260.2341,10.0,0,-199.65494,199.65494
261.204,10.0,0,-201.88574,201.88574
262.17392,10.0,0,-204.11655,204.11655
263.1438,10.0,0,-206.34729,206.34729
264.1137,10.0,0,-208.5781,208.5781
265.08362,10.0,0,-210.8089,210.8089
266.0535,10.0,0,-213.03963,213.03963
267.0234,10.0,0,-215.27043,215.27043
267.99332,10.0,0,-217.50124,217.50124
268.9632,10.0,0,-219.73198,219.73198
269.9331,10.0,0,-221.96278,221.96278
270.903,10.0,0,-224.19359,224.19359
271.87292,10.0,0,-226.4244,226.4244
272.8428,10.0,0,-228.65512,228.65512
273.8127,10.0,0,-230.88593,230.88593
274.78262,10.0,0,-233.11673,233.11673
275.7525,10.0,0,-235.34747,235.34747
276.7224,10.0,0,-237.57828,237.57828
277.69232,10.0,0,-239.80908,239.80908
278.6622,10.0,0,-242.03981,242.03981
279.6321,10.0,0,-244.27061,244.27061
280.60202,10.0,0,-246.50142,246.50142
281.5719,10.0,0,-248.73216,248.73216
282.5418,10.0,0,-250.96297,250.96297
283.51172,10.0,0,-253.19377,253.19377
284.4816,10.0,0,-255.4245,255.4245
285.4515,10.0,0,-257.6553,257.6553
286.42142,10.0,0,-259.8861,259.8861
287.3913,10.0,0,-262.11685,262.11685
288.3612,10.0,0,-264.34766,264.34766
289.33112,10.0,0,-266.57846,266.57846
290.301,10.0,0,-268.8092,268.8092
291.2709,10.0,0,-271.04,271.04
292.2408,10.0,0,-273.2708,273.2708
293.2107,10.0,0,-275.50153,275.50153
294.1806,10.0,0,-277.73233,277.73233
295.1505,10.0,0,-279.96313,279.96313
296.1204,10.0,0,-282.19388,282.19388
297.0903,10.0,0,-284.42468,284.42468
298.0602,10.0,0,-286.6555,286.6555
299.0301,10.0,0,-288.88623,288.88623
300.0,10.0,0,-291.11703,291.11703
0.0,10.869565,0,-11.500066,11.500066
10.0,10.869565,1,11.500066,11.500066
10.9699,10.869565,1,13.500077,13.500077
11.939799,10.869565,1,13.500077,13.500077
12.909699,10.869565,1,13.500077,13.500077
13.879599,10.869565,1,13.500077,13.500077
14.849499,10.869565,1,13.500077,13.500077
15.819398,10.869565,1,13.500077,13.500077
16.789297,10.869565,1,13.500077,13.500077
17.759197,10.869565,1,13.500077,13.500077
18.729097,10.869565,1,13.500077,13.500077
19.698997,10.869565,1,13.500077,13.500077
20.668896,10.869565,1,13.500077,13.500077
21.638796,10.869565,1,13.500077,13.500077
22.608696,10.869565,1,13.500077,13.500077
23.578596,10.869565,1,13.500077,13.500077
24.548494,10.869565,1,13.500077,13.500077
25.518394,10.869565,1,13.500077,13.500077
26.488295,10.869565,1,13.500077,13.500077
27.458195,10.869565,1,13.500077,13.500077
28.428093,10.869565,1,12.67372,12.67372
29.397993,10.869565,1,11.178616,11.178616
30.367893,10.869565,1,9.684423,9.684423
31.337793,10.869565,1,8.191633,8.191633
32.307693,10.869565,1,6.701178,6.701178
33.27759,10.869565,1,5.2150803,5.2150803
34.24749,10.869565,1,3.738518,3.738518
35.217392,10.869565,1,2.290006,2.290006
36.18729,10.869565,1,1.0000066,1.0000066
37.157192,10.869565,0,-1.0000066,1.0000066
38.12709,10.869565,0,-2.290006,2.290006
39.09699,10.869565,0,-3.8983142,3.8983142
